episode,left_count,right_count,left_fraction,right_fraction
104,11,7,0.6111111111111112,0.3888888888888889
105,12,10,0.5454545454545454,0.45454545454545453
106,46,45,0.5054945054945055,0.4945054945054945
107,28,25,0.5283018867924528,0.4716981132075472
108,59,52,0.5315315315315315,0.46846846846846846
109,11,13,0.4583333333333333,0.5416666666666666
110,16,10,0.6153846153846154,0.38461538461538464
111,46,43,0.5168539325842697,0.48314606741573035
112,20,23,0.46511627906976744,0.5348837209302325
113,60,80,0.42857142857142855,0.5714285714285714
114,34,40,0.4594594594594595,0.5405405405405406
115,19,22,0.4634146341463415,0.5365853658536586
116,13,18,0.41935483870967744,0.5806451612903226
117,4,9,0.3076923076923077,0.6923076923076923
118,24,20,0.5454545454545454,0.45454545454545453
119,53,73,0.42063492063492064,0.5793650793650794
120,24,22,0.5217391304347826,0.4782608695652174
121,39,32,0.5492957746478874,0.4507042253521127
122,38,35,0.5205479452054794,0.4794520547945205
123,59,62,0.48760330578512395,0.512396694214876
124,79,81,0.49375,0.50625
125,77,73,0.5133333333333333,0.4866666666666667
126,98,96,0.5051546391752577,0.4948453608247423
127,165,157,0.5124223602484472,0.48757763975155277
128,91,92,0.4972677595628415,0.5027322404371585
129,7,4,0.6363636363636364,0.36363636363636365
130,30,29,0.5084745762711864,0.4915254237288136
131,82,85,0.49101796407185627,0.5089820359281437
132,44,61,0.41904761904761906,0.580952380952381
133,73,91,0.4451219512195122,0.5548780487804879
134,6,9,0.4,0.6
135,21,15,0.5833333333333334,0.4166666666666667
136,45,64,0.41284403669724773,0.5871559633027523
137,7,3,0.7,0.3
138,33,29,0.532258064516129,0.46774193548387094
139,52,67,0.4369747899159664,0.5630252100840336
140,20,19,0.5128205128205128,0.48717948717948717
141,21,23,0.4772727272727273,0.5227272727272727
142,50,55,0.47619047619047616,0.5238095238095238
143,8,4,0.6666666666666666,0.3333333333333333
144,60,74,0.44776119402985076,0.5522388059701493
145,7,4,0.6363636363636364,0.36363636363636365
146,55,62,0.4700854700854701,0.5299145299145299
147,169,160,0.513677811550152,0.48632218844984804
148,31,31,0.5,0.5
149,74,93,0.4431137724550898,0.5568862275449101
150,66,70,0.4852941176470588,0.5147058823529411
151,87,103,0.45789473684210524,0.5421052631578948
152,52,58,0.4727272727272727,0.5272727272727272
153,17,18,0.4857142857142857,0.5142857142857142
154,44,53,0.4536082474226804,0.5463917525773195
155,122,120,0.5041322314049587,0.49586776859504134
156,28,23,0.5490196078431373,0.45098039215686275
157,24,24,0.5,0.5
158,37,48,0.43529411764705883,0.5647058823529412
159,7,6,0.5384615384615384,0.46153846153846156
160,21,24,0.4666666666666667,0.5333333333333333
161,7,8,0.4666666666666667,0.5333333333333333
162,36,38,0.4864864864864865,0.5135135135135135
163,50,63,0.4424778761061947,0.5575221238938053
164,13,8,0.6190476190476191,0.38095238095238093
165,9,8,0.5294117647058824,0.47058823529411764
166,50,58,0.46296296296296297,0.5370370370370371
167,48,56,0.46153846153846156,0.5384615384615384
168,33,36,0.4782608695652174,0.5217391304347826
169,6,7,0.46153846153846156,0.5384615384615384
170,49,60,0.44954128440366975,0.5504587155963303
171,8,5,0.6153846153846154,0.38461538461538464
172,73,69,0.5140845070422535,0.4859154929577465
173,5,6,0.45454545454545453,0.5454545454545454
174,18,17,0.5142857142857142,0.4857142857142857
175,49,60,0.44954128440366975,0.5504587155963303
176,48,47,0.5052631578947369,0.49473684210526314
177,9,4,0.6923076923076923,0.3076923076923077
178,40,49,0.449438202247191,0.550561797752809
179,17,9,0.6538461538461539,0.34615384615384615
180,32,30,0.5161290322580645,0.4838709677419355
181,127,117,0.5204918032786885,0.47950819672131145
182,12,14,0.46153846153846156,0.5384615384615384
183,48,52,0.48,0.52
184,34,32,0.5151515151515151,0.48484848484848486
185,16,6,0.7272727272727273,0.2727272727272727
186,14,16,0.4666666666666667,0.5333333333333333
187,23,22,0.5111111111111111,0.4888888888888889
188,175,176,0.4985754985754986,0.5014245014245015
189,100,93,0.5181347150259067,0.48186528497409326
190,36,39,0.48,0.52
191,58,53,0.5225225225225225,0.4774774774774775
192,5,6,0.45454545454545453,0.5454545454545454
193,144,140,0.5070422535211268,0.49295774647887325
194,19,15,0.5588235294117647,0.4411764705882353
195,73,66,0.5251798561151079,0.4748201438848921
196,155,147,0.5132450331125827,0.4867549668874172
197,14,11,0.56,0.44
198,133,127,0.5115384615384615,0.48846153846153845
199,44,37,0.5432098765432098,0.4567901234567901
200,50,42,0.5434782608695652,0.45652173913043476
201,65,56,0.5371900826446281,0.4628099173553719
202,107,109,0.49537037037037035,0.5046296296296297
203,78,68,0.5342465753424658,0.4657534246575342
204,77,65,0.5422535211267606,0.45774647887323944
205,89,81,0.5235294117647059,0.4764705882352941
206,13,11,0.5416666666666666,0.4583333333333333
207,75,64,0.539568345323741,0.460431654676259
208,111,104,0.5162790697674419,0.48372093023255813
209,91,82,0.5260115606936416,0.47398843930635837
210,40,38,0.5128205128205128,0.48717948717948717
211,36,33,0.5217391304347826,0.4782608695652174
212,76,67,0.5314685314685315,0.46853146853146854
213,6,7,0.46153846153846156,0.5384615384615384
214,72,64,0.5294117647058824,0.47058823529411764
215,8,10,0.4444444444444444,0.5555555555555556
216,83,74,0.5286624203821656,0.4713375796178344
217,79,70,0.5302013422818792,0.4697986577181208
218,6,9,0.4,0.6
219,75,65,0.5357142857142857,0.4642857142857143
220,79,71,0.5266666666666666,0.47333333333333333
221,72,63,0.5333333333333333,0.4666666666666667
222,6,8,0.42857142857142855,0.5714285714285714
223,14,11,0.56,0.44
224,73,65,0.5289855072463768,0.47101449275362317
225,37,36,0.5068493150684932,0.4931506849315068
226,86,78,0.524390243902439,0.47560975609756095
227,87,79,0.5240963855421686,0.4759036144578313
228,82,74,0.5256410256410257,0.47435897435897434
229,77,72,0.5167785234899329,0.48322147651006714
230,96,86,0.5274725274725275,0.4725274725274725
231,75,67,0.528169014084507,0.47183098591549294
232,80,74,0.5194805194805194,0.4805194805194805
233,44,38,0.5365853658536586,0.4634146341463415
234,87,78,0.5272727272727272,0.4727272727272727
235,77,67,0.5347222222222222,0.4652777777777778
236,72,66,0.5217391304347826,0.4782608695652174
237,87,76,0.5337423312883436,0.4662576687116564
238,4,7,0.36363636363636365,0.6363636363636364
239,79,74,0.5163398692810458,0.48366013071895425
240,5,8,0.38461538461538464,0.6153846153846154
241,67,62,0.5193798449612403,0.4806201550387597
242,82,76,0.5189873417721519,0.4810126582278481
243,80,71,0.5298013245033113,0.47019867549668876
244,74,70,0.5138888888888888,0.4861111111111111
245,76,68,0.5277777777777778,0.4722222222222222
246,7,9,0.4375,0.5625
247,78,69,0.5306122448979592,0.46938775510204084
248,78,67,0.5379310344827586,0.46206896551724136
249,85,72,0.5414012738853503,0.4585987261146497
250,94,83,0.5310734463276836,0.4689265536723164
251,75,66,0.5319148936170213,0.46808510638297873
252,10,11,0.47619047619047616,0.5238095238095238
253,79,71,0.5266666666666666,0.47333333333333333
254,85,83,0.5059523809523809,0.49404761904761907
255,9,10,0.47368421052631576,0.5263157894736842
256,80,74,0.5194805194805194,0.4805194805194805
257,76,70,0.5205479452054794,0.4794520547945205
258,37,30,0.5522388059701493,0.44776119402985076
259,82,75,0.5222929936305732,0.47770700636942676
260,83,80,0.50920245398773,0.49079754601226994
261,86,85,0.5029239766081871,0.49707602339181284
262,35,32,0.5223880597014925,0.47761194029850745
263,81,75,0.5192307692307693,0.4807692307692308
264,35,25,0.5833333333333334,0.4166666666666667
265,85,74,0.5345911949685535,0.46540880503144655
266,80,76,0.5128205128205128,0.48717948717948717
267,77,64,0.5460992907801419,0.45390070921985815
268,8,7,0.5333333333333333,0.4666666666666667
269,7,7,0.5,0.5
270,81,76,0.5159235668789809,0.4840764331210191
271,80,71,0.5298013245033113,0.47019867549668876
272,95,88,0.5191256830601093,0.4808743169398907
273,49,48,0.5051546391752577,0.4948453608247423
274,86,84,0.5058823529411764,0.49411764705882355
275,96,90,0.5161290322580645,0.4838709677419355
276,56,56,0.5,0.5
277,91,87,0.5112359550561798,0.4887640449438202
278,106,101,0.5120772946859904,0.48792270531400966
279,90,85,0.5142857142857142,0.4857142857142857
280,87,79,0.5240963855421686,0.4759036144578313
281,9,9,0.5,0.5
282,106,101,0.5120772946859904,0.48792270531400966
283,116,112,0.5087719298245614,0.49122807017543857
284,99,95,0.5103092783505154,0.4896907216494845
285,12,9,0.5714285714285714,0.42857142857142855
286,134,129,0.5095057034220533,0.49049429657794674
287,65,62,0.5118110236220472,0.4881889763779528
288,100,93,0.5181347150259067,0.48186528497409326
289,6,8,0.42857142857142855,0.5714285714285714
290,90,86,0.5113636363636364,0.48863636363636365
291,102,95,0.5177664974619289,0.48223350253807107
292,70,53,0.5691056910569106,0.43089430894308944
293,61,55,0.5258620689655172,0.47413793103448276
294,93,81,0.5344827586206896,0.46551724137931033
295,89,77,0.536144578313253,0.463855421686747
296,87,85,0.5058139534883721,0.4941860465116279
297,21,18,0.5384615384615384,0.46153846153846156
298,250,250,0.5,0.5
299,251,249,0.502,0.498
300,222,219,0.5034013605442177,0.4965986394557823
301,253,247,0.506,0.494
302,208,204,0.5048543689320388,0.49514563106796117
303,247,245,0.5020325203252033,0.49796747967479676
304,70,70,0.5,0.5
305,215,214,0.5011655011655012,0.4988344988344988
306,250,250,0.5,0.5
307,250,250,0.5,0.5
308,207,226,0.4780600461893764,0.5219399538106235
309,11,12,0.4782608695652174,0.5217391304347826
310,250,250,0.5,0.5
311,250,250,0.5,0.5
312,215,213,0.5023364485981309,0.4976635514018692
313,66,63,0.5116279069767442,0.4883720930232558
314,250,250,0.5,0.5
315,250,250,0.5,0.5
316,251,249,0.502,0.498
317,146,144,0.503448275862069,0.496551724137931
318,87,84,0.5087719298245614,0.49122807017543857
319,80,80,0.5,0.5
320,153,147,0.51,0.49
321,88,86,0.5057471264367817,0.4942528735632184
322,250,250,0.5,0.5
323,251,249,0.502,0.498
324,250,250,0.5,0.5
325,251,249,0.502,0.498
326,251,249,0.502,0.498
327,250,250,0.5,0.5
328,176,174,0.5028571428571429,0.49714285714285716
329,249,251,0.498,0.502
330,250,250,0.5,0.5
331,250,250,0.5,0.5
332,7,5,0.5833333333333334,0.4166666666666667
333,251,249,0.502,0.498
334,250,250,0.5,0.5
335,250,250,0.5,0.5
336,250,250,0.5,0.5
337,250,250,0.5,0.5
338,202,201,0.5012406947890818,0.4987593052109181
339,250,250,0.5,0.5
340,250,250,0.5,0.5
341,251,249,0.502,0.498
342,250,250,0.5,0.5
343,251,249,0.502,0.498
344,250,250,0.5,0.5
345,250,250,0.5,0.5
346,250,250,0.5,0.5
347,250,250,0.5,0.5
348,249,251,0.498,0.502
349,250,250,0.5,0.5
350,250,250,0.5,0.5
351,250,250,0.5,0.5
352,250,250,0.5,0.5
353,250,250,0.5,0.5
354,249,251,0.498,0.502
355,251,249,0.502,0.498
356,250,250,0.5,0.5
357,132,133,0.4981132075471698,0.5018867924528302
358,250,250,0.5,0.5
359,250,250,0.5,0.5
360,249,251,0.498,0.502
361,250,250,0.5,0.5
362,248,252,0.496,0.504
363,250,250,0.5,0.5
364,250,250,0.5,0.5
365,250,250,0.5,0.5
366,249,251,0.498,0.502
367,249,251,0.498,0.502
368,250,250,0.5,0.5
369,250,250,0.5,0.5
370,233,232,0.5010752688172043,0.4989247311827957
371,250,250,0.5,0.5
372,249,251,0.498,0.502
373,250,250,0.5,0.5
374,250,250,0.5,0.5
375,7,7,0.5,0.5
376,147,152,0.4916387959866221,0.5083612040133779
377,251,249,0.502,0.498
378,249,251,0.498,0.502
379,251,249,0.502,0.498
380,249,251,0.498,0.502
381,250,250,0.5,0.5
382,250,250,0.5,0.5
383,248,252,0.496,0.504
384,249,251,0.498,0.502
385,248,252,0.496,0.504
386,244,246,0.49795918367346936,0.5020408163265306
387,250,250,0.5,0.5
388,250,250,0.5,0.5
389,249,251,0.498,0.502
390,248,252,0.496,0.504
391,250,250,0.5,0.5
392,251,249,0.502,0.498
393,250,250,0.5,0.5
394,248,252,0.496,0.504
395,22,25,0.46808510638297873,0.5319148936170213
396,172,164,0.5119047619047619,0.4880952380952381
397,175,176,0.4985754985754986,0.5014245014245015
398,166,164,0.503030303030303,0.49696969696969695
399,50,50,0.5,0.5
400,8,21,0.27586206896551724,0.7241379310344828
401,249,251,0.498,0.502
402,251,249,0.502,0.498
403,84,86,0.49411764705882355,0.5058823529411764
404,119,116,0.5063829787234042,0.49361702127659574
405,82,91,0.47398843930635837,0.5260115606936416
406,167,173,0.49117647058823527,0.5088235294117647
407,60,59,0.5042016806722689,0.4957983193277311
408,248,252,0.496,0.504
409,250,250,0.5,0.5
410,147,141,0.5104166666666666,0.4895833333333333
411,103,100,0.5073891625615764,0.49261083743842365
412,113,110,0.5067264573991032,0.49327354260089684
413,112,109,0.5067873303167421,0.49321266968325794
414,248,252,0.496,0.504
415,249,251,0.498,0.502
416,245,240,0.5051546391752577,0.4948453608247423
417,38,39,0.4935064935064935,0.5064935064935064
418,252,248,0.504,0.496
419,250,250,0.5,0.5
420,11,11,0.5,0.5
421,120,122,0.49586776859504134,0.5041322314049587
422,251,249,0.502,0.498
423,5,9,0.35714285714285715,0.6428571428571429
424,250,250,0.5,0.5
425,250,250,0.5,0.5
426,250,250,0.5,0.5
427,250,250,0.5,0.5
428,250,250,0.5,0.5
429,250,250,0.5,0.5
430,250,250,0.5,0.5
431,7,7,0.5,0.5
432,249,251,0.498,0.502
433,63,66,0.4883720930232558,0.5116279069767442
434,52,55,0.48598130841121495,0.514018691588785
435,200,200,0.5,0.5
436,28,27,0.509090909090909,0.4909090909090909
437,6,6,0.5,0.5
438,252,248,0.504,0.496
439,122,124,0.4959349593495935,0.5040650406504065
440,184,186,0.4972972972972973,0.5027027027027027
441,250,247,0.5030181086519114,0.4969818913480885
442,77,77,0.5,0.5
443,249,251,0.498,0.502
444,90,91,0.4972375690607735,0.5027624309392266
445,250,250,0.5,0.5
446,249,251,0.498,0.502
447,250,250,0.5,0.5
448,100,102,0.49504950495049505,0.504950495049505
449,250,250,0.5,0.5
450,71,64,0.5259259259259259,0.4740740740740741
451,251,249,0.502,0.498
452,251,249,0.502,0.498
453,66,70,0.4852941176470588,0.5147058823529411
454,187,195,0.4895287958115183,0.5104712041884817
455,38,45,0.4578313253012048,0.5421686746987951
456,1,9,0.1,0.9
457,12,14,0.46153846153846156,0.5384615384615384
458,249,251,0.498,0.502
459,250,250,0.5,0.5
460,250,250,0.5,0.5
461,251,249,0.502,0.498
462,250,250,0.5,0.5
463,249,251,0.498,0.502
464,7,8,0.4666666666666667,0.5333333333333333
465,250,250,0.5,0.5
466,252,248,0.504,0.496
467,250,250,0.5,0.5
468,249,251,0.498,0.502
469,249,251,0.498,0.502
470,250,250,0.5,0.5
471,250,250,0.5,0.5
472,251,249,0.502,0.498
473,250,250,0.5,0.5
474,249,251,0.498,0.502
475,250,250,0.5,0.5
476,250,250,0.5,0.5
477,252,248,0.504,0.496
478,250,250,0.5,0.5
479,250,250,0.5,0.5
480,251,249,0.502,0.498
481,250,250,0.5,0.5
482,250,250,0.5,0.5
483,252,248,0.504,0.496
484,96,96,0.5,0.5
485,250,250,0.5,0.5
486,250,250,0.5,0.5
487,250,250,0.5,0.5
488,250,250,0.5,0.5
489,250,250,0.5,0.5
490,250,250,0.5,0.5
491,249,251,0.498,0.502
492,247,253,0.494,0.506
493,141,139,0.5035714285714286,0.49642857142857144
494,252,248,0.504,0.496
495,250,250,0.5,0.5
496,249,251,0.498,0.502
497,248,252,0.496,0.504
498,126,126,0.5,0.5
499,236,226,0.5108225108225108,0.48917748917748916
500,142,147,0.4913494809688581,0.5086505190311419
501,4,9,0.3076923076923077,0.6923076923076923
502,250,250,0.5,0.5
503,192,195,0.49612403100775193,0.5038759689922481
504,101,101,0.5,0.5
505,99,95,0.5103092783505154,0.4896907216494845
506,95,94,0.5026455026455027,0.4973544973544973
507,254,246,0.508,0.492
508,252,248,0.504,0.496
509,251,249,0.502,0.498
510,251,249,0.502,0.498
511,71,70,0.5035460992907801,0.49645390070921985
512,250,250,0.5,0.5
513,14,25,0.358974358974359,0.6410256410256411
514,249,251,0.498,0.502
515,8,7,0.5333333333333333,0.4666666666666667
516,40,31,0.5633802816901409,0.43661971830985913
517,251,249,0.502,0.498
518,251,249,0.502,0.498
519,121,121,0.5,0.5
520,90,89,0.5027932960893855,0.4972067039106145
521,66,62,0.515625,0.484375
522,59,46,0.5619047619047619,0.4380952380952381
523,66,63,0.5116279069767442,0.4883720930232558
524,65,56,0.5371900826446281,0.4628099173553719
525,82,81,0.5030674846625767,0.49693251533742333
526,80,76,0.5128205128205128,0.48717948717948717
527,249,251,0.498,0.502
528,232,225,0.5076586433260394,0.4923413566739606
529,81,79,0.50625,0.49375
530,74,72,0.5068493150684932,0.4931506849315068
531,250,250,0.5,0.5
532,231,213,0.5202702702702703,0.4797297297297297
533,57,44,0.5643564356435643,0.43564356435643564
534,15,16,0.4838709677419355,0.5161290322580645
535,58,44,0.5686274509803921,0.43137254901960786
536,74,72,0.5068493150684932,0.4931506849315068
537,65,50,0.5652173913043478,0.43478260869565216
538,104,111,0.48372093023255813,0.5162790697674419
539,124,133,0.48249027237354086,0.5175097276264592
540,170,177,0.4899135446685879,0.5100864553314121
541,139,146,0.48771929824561405,0.512280701754386
542,163,172,0.48656716417910445,0.5134328358208955
543,148,153,0.49169435215946844,0.5083056478405316
544,39,41,0.4875,0.5125
545,70,69,0.5035971223021583,0.49640287769784175
546,75,87,0.46296296296296297,0.5370370370370371
547,29,33,0.46774193548387094,0.532258064516129
548,68,69,0.49635036496350365,0.5036496350364964
549,249,251,0.498,0.502
550,252,248,0.504,0.496
551,100,90,0.5263157894736842,0.47368421052631576
552,249,251,0.498,0.502
553,130,132,0.4961832061068702,0.5038167938931297
554,251,249,0.502,0.498
555,249,251,0.498,0.502
556,249,251,0.498,0.502
557,250,250,0.5,0.5
558,250,250,0.5,0.5
559,250,250,0.5,0.5
560,227,233,0.4934782608695652,0.5065217391304347
561,250,250,0.5,0.5
562,250,250,0.5,0.5
563,250,250,0.5,0.5
564,250,250,0.5,0.5
565,250,250,0.5,0.5
566,250,250,0.5,0.5
567,249,251,0.498,0.502
568,251,249,0.502,0.498
569,250,250,0.5,0.5
570,103,100,0.5073891625615764,0.49261083743842365
571,215,214,0.5011655011655012,0.4988344988344988
572,4,9,0.3076923076923077,0.6923076923076923
573,251,249,0.502,0.498
574,27,21,0.5625,0.4375
575,235,233,0.5021367521367521,0.49786324786324787
576,251,249,0.502,0.498
577,250,250,0.5,0.5
578,32,21,0.6037735849056604,0.39622641509433965
579,7,7,0.5,0.5
580,251,249,0.502,0.498
581,251,249,0.502,0.498
582,251,249,0.502,0.498
583,250,250,0.5,0.5
584,250,250,0.5,0.5
585,250,250,0.5,0.5
586,247,253,0.494,0.506
587,250,250,0.5,0.5
588,249,251,0.498,0.502
589,249,251,0.498,0.502
590,149,146,0.5050847457627119,0.49491525423728816
591,8,6,0.5714285714285714,0.42857142857142855
592,250,250,0.5,0.5
593,250,250,0.5,0.5
594,145,143,0.5034722222222222,0.4965277777777778
595,251,249,0.502,0.498
596,117,115,0.5043103448275862,0.4956896551724138
597,65,64,0.5038759689922481,0.49612403100775193
598,250,250,0.5,0.5
599,245,255,0.49,0.51
600,79,77,0.5064102564102564,0.4935897435897436
